label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,thumb_tip_base_distance,thumb_tip_joint_distance
0.0,0.3283932209014892,0.7086461782455444,6.245296049200988e-07,0.3853513896465301,0.7078860402107239,-0.0376362539827823,0.4392231702804565,0.6913595199584961,-0.0623818524181842,0.4875448346138,0.6891599893569946,-0.0850841552019119,0.5292607545852661,0.6953201293945312,-0.1086725741624832,0.4100630581378937,0.5560131669044495,-0.0461117774248123,0.4440616369247436,0.489840030670166,-0.0722607299685478,0.4638812839984894,0.4462400674819946,-0.0911124274134635,0.4797055721282959,0.4063253998756408,-0.1048739328980445,0.3749189972877502,0.5301543474197388,-0.0458925515413284,0.4056423008441925,0.4472298622131347,-0.0694971829652786,0.4253714680671692,0.3937609195709228,-0.0853049308061599,0.4401175379753113,0.3465512692928314,-0.096976637840271,0.3361632823944092,0.5272508263587952,-0.0497123785316944,0.3387222290039062,0.438830018043518,-0.0755703225731849,0.3412831425666809,0.381356418132782,-0.0937799960374832,0.345579981803894,0.3298358619213104,-0.1058113649487495,0.2969304323196411,0.5450986623764038,-0.0565638355910778,0.2744874060153961,0.4815775752067566,-0.080949991941452,0.2586475014686584,0.4421173930168152,-0.0933182686567306,0.247146651148796,0.4025702476501465,-0.1014322116971015,0.10131773751006597,0.04831747937762552
0.0,0.3575191497802734,0.703093945980072,6.23765856744285e-07,0.416775494813919,0.7059769630432129,-0.0402826406061649,0.4751810431480407,0.6896640658378601,-0.0659007728099823,0.5249418020248413,0.6800786852836609,-0.08899487555027,0.5652453303337097,0.6741334199905396,-0.1129912585020065,0.4419967234134674,0.5561436414718628,-0.0516978725790977,0.4769478142261505,0.4874365329742431,-0.0783253535628318,0.4973660707473755,0.4438858032226562,-0.096186526119709,0.5136736631393433,0.4046556949615478,-0.1091485768556594,0.4068690240383148,0.532695472240448,-0.0506646633148193,0.4385241568088531,0.4520056843757629,-0.0758731663227081,0.4592555165290832,0.3994677662849426,-0.0921625420451164,0.4747094213962555,0.3519315123558044,-0.1042624339461326,0.3683831095695495,0.5310025811195374,-0.0535691864788532,0.3683761358261108,0.4404146075248718,-0.0816134139895439,0.3696220517158508,0.3825048804283142,-0.1002855449914932,0.3732185661792755,0.3317705392837524,-0.1127192601561546,0.3294925093650818,0.5493775010108948,-0.0595355927944183,0.3049020767211914,0.484722763299942,-0.086094357073307,0.2885069251060486,0.4451055526733398,-0.0996259599924087,0.2762998640537262,0.4070071876049042,-0.10865518450737,0.10281191871280436,0.04728157112782676
0.0,0.3873319029808044,0.6831023097038269,3.041760692212847e-07,0.4396544992923736,0.669770359992981,-0.0130945462733507,0.4748359322547912,0.6197871565818787,-0.0182567201554775,0.4986390769481659,0.5868597626686096,-0.0234971158206462,0.5195063352584839,0.568366289138794,-0.0303009413182735,0.4626800417900085,0.5314692258834839,-0.0271911490708589,0.4842511713504791,0.4606915712356567,-0.043154701590538,0.4947760701179504,0.417163074016571,-0.0516628250479698,0.5038560628890991,0.3813344836235046,-0.0590848438441753,0.4374169409275055,0.5236519575119019,-0.0347682908177375,0.4551192224025726,0.4448118805885315,-0.0553735457360744,0.4663507342338562,0.393668919801712,-0.0720855891704559,0.4756493866443634,0.3496429622173309,-0.0836248770356178,0.4104944467544555,0.5400349497795105,-0.0429254546761512,0.4044723808765411,0.4706634283065796,-0.066511794924736,0.401003748178482,0.4228954315185547,-0.0885308533906936,0.3994047045707702,0.380789041519165,-0.1038164868950843,0.3846394419670105,0.5755532383918762,-0.0510315783321857,0.3633555173873901,0.5428235530853271,-0.0755086168646812,0.351614236831665,0.5195018649101257,-0.0922105312347412,0.343342661857605,0.4945071339607239,-0.1040968671441078,0.0691709026725107,0.02870092461907267
0.0,0.3788873553276062,0.7138229608535767,2.0247240684057038e-07,0.3665621876716614,0.6416748762130737,0.0151721974834799,0.3633387684822082,0.5862870216369629,0.012357129715383,0.3596590757369995,0.535805881023407,0.0085473377257585,0.3516467809677124,0.4993536472320556,0.004918054677546,0.4220199286937713,0.5526303648948669,-0.027495227754116,0.4420582354068756,0.4718025922775268,-0.0429582297801971,0.4523884654045105,0.4253500699996948,-0.0484919250011444,0.4609349071979522,0.3896570801734924,-0.0507171787321567,0.4404101371765136,0.5749433636665344,-0.0388781353831291,0.4705875217914581,0.4861513972282409,-0.0606018118560314,0.4867884218692779,0.4333287477493286,-0.0699692741036415,0.4979007840156555,0.3956345915794372,-0.0748354792594909,0.4570787250995636,0.6115623116493225,-0.0454781465232372,0.5121806263923645,0.5577656626701355,-0.0629546046257019,0.5396254062652588,0.526025652885437,-0.0684759393334388,0.5575687885284424,0.5015264749526978,-0.0700582116842269,0.4681364595890045,0.6536778211593628,-0.0486087203025817,0.5195939540863037,0.6429277062416077,-0.0601119473576545,0.546284019947052,0.6360370516777039,-0.0619373992085456,0.5676954984664917,0.6226100325584412,-0.0611386485397815,0.08803098315298702,0.03749845211863187
0.0,0.4134629368782043,0.7336010932922363,1.475440996046018e-07,0.3800705671310425,0.6740447878837585,0.015007110312581,0.3578068614006042,0.626843273639679,0.0143631044775247,0.33578622341156,0.5834589600563049,0.0117584336549043,0.3140890300273895,0.5561354160308838,0.0085246870294213,0.4293714165687561,0.5665886998176575,-0.0081096803769469,0.4376777112483978,0.4829323589801788,-0.0128370495513081,0.441009521484375,0.4395324885845184,-0.0126225408166646,0.4461337625980377,0.4046553373336792,-0.0121260061860084,0.458329290151596,0.5737441778182983,-0.0158083550631999,0.4749318361282348,0.4834967851638794,-0.0264580883085727,0.4830345511436462,0.433849960565567,-0.031355645507574,0.4897153079509735,0.3991408348083496,-0.0342459231615066,0.4845145940780639,0.6008639335632324,-0.0200682040303945,0.5303155779838562,0.539173424243927,-0.0285075027495622,0.5564667582511902,0.5019792914390564,-0.0348890721797943,0.57508784532547,0.4723868668079376,-0.0384039245545864,0.5017576217651367,0.6361048221588135,-0.0210180524736642,0.5489771962165833,0.603334903717041,-0.0259421076625585,0.5737942457199097,0.583196222782135,-0.0273374896496534,0.5954897403717041,0.5611435770988464,-0.0275000371038913,0.08333628876966387,0.03503999680503754
0.0,0.4122076630592346,0.6874520182609558,1.5700295818987797e-07,0.3771348297595978,0.6367291212081909,0.0159714426845312,0.3553923368453979,0.5939683318138123,0.0204689372330904,0.3357864916324615,0.5559428930282593,0.0218428969383239,0.3181371390819549,0.5308836102485657,0.0225770138204097,0.4300642907619476,0.5421295166015625,0.0155891254544258,0.4429121315479278,0.4761981070041656,0.0200574584305286,0.4494587779045105,0.441624104976654,0.0220146980136632,0.4561692178249359,0.4134919345378876,0.0229355636984109,0.4570757150650024,0.5483987927436829,0.0081317583099007,0.4790105819702148,0.4751637279987335,0.010356212966144,0.4906312227249145,0.4343544840812683,0.008195137605071,0.4993086457252502,0.408202975988388,0.0056940740905702,0.4813086688518524,0.5723793506622314,0.0022499933838844,0.5257481932640076,0.5216330885887146,0.0032503372058272,0.5512149930000305,0.4928053319454193,-0.0019915441516786,0.569239616394043,0.470989853143692,-0.0059869633987545,0.4967926740646362,0.6036787629127502,-0.0012079018633812,0.5414231419563293,0.5741925239562988,0.0010949987918138,0.5643436312675476,0.5573294758796692,0.0020586648024618,0.5842925906181335,0.5406201481819153,0.0025340367574244,0.07329444618970757,0.0306595209760571
0.0,0.3317706882953644,0.7695287466049194,1.1735388625311316e-06,0.4265550673007965,0.7367355823516846,-0.065393827855587,0.5088986754417419,0.6798685193061829,-0.1058701202273368,0.5779888033866882,0.6365386843681335,-0.1414202451705932,0.6444178819656372,0.6122527718544006,-0.1778919249773025,0.422660619020462,0.4762738049030304,-0.0790591016411781,0.4673932194709778,0.3525255918502807,-0.1248378902673721,0.4971125423908233,0.2704523801803589,-0.1576502025127411,0.520822286605835,0.1969645321369171,-0.1809670478105545,0.3597320318222046,0.4476931095123291,-0.0760312527418136,0.3877319395542145,0.2960579097270965,-0.1173300296068191,0.4084392786026001,0.1967514753341674,-0.1465106010437011,0.4234004616737366,0.1113608181476593,-0.1673096865415573,0.2978292107582092,0.4608586132526397,-0.0796176418662071,0.2747698724269867,0.3157076835632324,-0.122944988310337,0.2614571154117584,0.215007483959198,-0.1541822850704193,0.2547010779380798,0.1276466250419616,-0.1742152571678161,0.2403837442398071,0.5077017545700073,-0.0882650986313819,0.1932372748851776,0.4078902006149292,-0.1265629976987838,0.1662160009145736,0.3364694714546203,-0.1477876305580139,0.1477020978927612,0.2639295756816864,-0.1618198901414871,0.16770356287142962,0.0795789636486678
0.0,0.3309181332588196,0.8005800247192383,1.085080384655157e-06,0.4239871799945831,0.7697111964225769,-0.064014159142971,0.5068429708480835,0.7100498080253601,-0.1046280115842819,0.5722237825393677,0.6569697260856628,-0.1400014609098434,0.6376899480819702,0.618844211101532,-0.1763234287500381,0.4145761728286743,0.5182241201400757,-0.0850821286439895,0.4539365172386169,0.3886065483093261,-0.1315481215715408,0.4802595973014831,0.3048467636108398,-0.1634648740291595,0.501301109790802,0.2279536724090576,-0.1862042844295501,0.351161926984787,0.4931375682353973,-0.0831678956747055,0.3776977956295013,0.3360492289066314,-0.124531902372837,0.3965965509414673,0.2366572320461273,-0.1528253853321075,0.409576952457428,0.1499162912368774,-0.1740107387304306,0.2895421087741852,0.5082404613494873,-0.0871562510728836,0.2621356844902038,0.3639994859695434,-0.1305719465017318,0.2441479861736297,0.2637182772159576,-0.1613109409809112,0.2336130738258361,0.1751956045627594,-0.1821194589138031,0.2326738238334655,0.5567712783813477,-0.0959362313151359,0.1800446659326553,0.4568356275558471,-0.1344357430934906,0.1487879604101181,0.388762354850769,-0.1552735716104507,0.1260762810707092,0.3181975483894348,-0.1698868870735168,0.1748703096699062,0.08401582631528874
0.0,0.3461113274097442,0.7657708525657654,9.436786854166712e-07,0.4309211075305938,0.7439677715301514,-0.0591597780585289,0.5078460574150085,0.6933518052101135,-0.0968774035573005,0.5701959729194641,0.6491459012031555,-0.1297884136438369,0.628398060798645,0.6154189705848694,-0.1639499962329864,0.4270020425319671,0.5239655375480652,-0.0825509205460548,0.46320441365242,0.4125902652740478,-0.126232698559761,0.4867478609085083,0.3403686285018921,-0.1554064601659774,0.5052617788314819,0.2739583849906921,-0.175910085439682,0.3717195987701416,0.501369297504425,-0.0805570632219314,0.3979509770870209,0.366510808467865,-0.1199088171124458,0.4165090024471283,0.2802612483501434,-0.1447356790304184,0.4288794696331024,0.2053996920585632,-0.1631937175989151,0.3172222375869751,0.5129781365394592,-0.0839113444089889,0.2941483855247497,0.3855530023574829,-0.1247810870409011,0.2798330783843994,0.2981312572956085,-0.1511150598526001,0.2722644507884979,0.2207827568054199,-0.1688136607408523,0.2666462659835815,0.5532344579696655,-0.0917536541819572,0.2209482342004776,0.4643245041370392,-0.1278023570775985,0.1939919590950012,0.4046604633331299,-0.1464723646640777,0.1748259961605072,0.3437577486038208,-0.1595286726951599,0.1584457160063737,0.07544536173564195
0.0,0.3670013844966888,0.7243752479553223,7.636500640728627e-07,0.4410500526428222,0.6984513401985168,-0.0425160452723503,0.5089383125305176,0.6455607414245605,-0.0680308863520622,0.5646120309829712,0.6058080196380615,-0.0909833684563636,0.6107327342033386,0.5816124081611633,-0.1149999573826789,0.4410922229290008,0.5003248453140259,-0.0562237277626991,0.4726538956165313,0.4017358422279358,-0.0877617076039314,0.4909421801567077,0.3405587673187256,-0.1089976578950882,0.5046138763427734,0.2851033210754394,-0.1241102963685989,0.3939880728721618,0.4819433391094208,-0.0564615167677402,0.4172587990760803,0.3687148690223694,-0.0859482213854789,0.4321840107440948,0.2952856123447418,-0.1055498048663139,0.4409121572971344,0.2314192354679107,-0.1197892799973487,0.3474546074867248,0.4924199879169464,-0.0608985610306263,0.3286392092704773,0.3830423057079315,-0.0918357670307159,0.3158649802207947,0.3108497858047485,-0.1134907379746437,0.3077098131179809,0.2469817996025085,-0.1277628391981125,0.3043896555900574,0.5267837047576904,-0.0687033757567405,0.2657950520515442,0.4509207606315613,-0.0967874377965927,0.2420620769262313,0.4009407460689544,-0.1119770929217338,0.2248537838459015,0.3510942161083221,-0.1221131384372711,0.1290642756317554,0.057352797873668114
