label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,0.0,0.056958168745040894,-0.0007601380348205566,-0.03763687851238722,0.11082994937896729,-0.01728665828704834,-0.06238247694778912,0.1591516137123108,-0.019486188888549805,-0.08508477973151682,0.2008675336837769,-0.013326048851013184,-0.10867319869208812,0.08166983723640447,-0.15263301134109497,-0.04611240195441722,0.1156684160232544,-0.21880614757537842,-0.07226135449815271,0.13548806309700018,-0.26240611076354986,-0.09111305194306842,0.1513123512268067,-0.3023207783699036,-0.10487455742764942,0.046525776386260986,-0.17849183082580566,-0.04589317607093332,0.0772490799427033,-0.2614163160324097,-0.06949780749488352,0.09697824716567999,-0.31488525867462164,-0.08530555533576482,0.11172431707382208,-0.362094908952713,-0.09697726236987592,0.007770061492919977,-0.18139535188674927,-0.04971300306129932,0.010329008102416992,-0.2698161602020264,-0.07557094710278982,0.012889921665191706,-0.32728976011276245,-0.09378062056708812,0.017186760902404785,-0.378810316324234,-0.10581198947835442,-0.03146278858184809,-0.16354751586914062,-0.05656446012068272,-0.053905814886093084,-0.22706860303878784,-0.08095061647105692,-0.06974571943283081,-0.26652878522872925,-0.09331889318633552,-0.0812465697526932,-0.30607593059539795,-0.10143283622670642
0.0,0.0,0.0,0.0,0.05925634503364563,0.002883017063140869,-0.04028326437202164,0.11766189336776733,-0.013429880142211914,-0.06590139657583904,0.16742265224456793,-0.023015260696411133,-0.08899549931612674,0.20772618055343633,-0.02896052598953247,-0.11299188226786325,0.08447757363319403,-0.14695030450820923,-0.051698496344954444,0.11942866444587713,-0.2156574130058289,-0.07832597732868854,0.1398469209671021,-0.2592081427574158,-0.09618714988556575,0.15615451335906988,-0.2984382510185242,-0.10914920062151615,0.04934987425804144,-0.17039847373962402,-0.050665287080676046,0.08100500702857971,-0.25108826160430914,-0.07587379008856485,0.10173636674880981,-0.3036261796951294,-0.09216316581097314,0.11719027161598211,-0.35116243362426763,-0.10426305771198935,0.010863959789276123,-0.17209136486053467,-0.05356981024470994,0.010856986045837402,-0.2626793384552002,-0.08161403775540065,0.012102901935577393,-0.3205890655517578,-0.10028616875734994,0.01569941639900213,-0.37132340669631964,-0.11271988392201135,-0.028026640415191595,-0.15371644496917725,-0.059536216560275045,-0.052617073059081976,-0.21837118268013,-0.08609498083916374,-0.0690122246742248,-0.25798839330673223,-0.09962658375826544,-0.08121928572654719,-0.29608675837516785,-0.10865580827322674
0.0,0.0,0.0,0.0,0.052322596311569214,-0.013331949710845947,-0.013094850449419921,0.08750402927398682,-0.06331515312194824,-0.01825702433154672,0.1113071739673615,-0.09624254703521729,-0.02349741999671542,0.1321744322776795,-0.11473602056503296,-0.03030124549434272,0.0753481388092041,-0.15163308382034302,-0.02719145324692812,0.09691926836967474,-0.22241073846817022,-0.04315500576660722,0.107444167137146,-0.2659392356872559,-0.05166312922403902,0.11652415990829473,-0.3017678260803223,-0.05908514802024452,0.050085037946701105,-0.15945035219192505,-0.034768594993806724,0.06778731942176819,-0.2382904291152954,-0.05537384991214362,0.07901883125305181,-0.2894333899021149,-0.07208589334652513,0.08831748366355902,-0.333459347486496,-0.08362518121168702,0.023162543773651123,-0.1430673599243164,-0.04292575885222042,0.017140477895736694,-0.21243888139724731,-0.06651209910080522,0.013671845197677612,-0.2602068781852722,-0.08853115756676282,0.01207280158996582,-0.3023132681846619,-0.10381679107115352,-0.00269246101379389,-0.10754907131195068,-0.05103188250825492,-0.023976385593414307,-0.14027875661849976,-0.07550892104075042,-0.035717666149139404,-0.16360044479370117,-0.09221083541081042,-0.04398924112319941,-0.18859517574310303,-0.10409717132017703
0.0,0.0,0.0,0.0,-0.012325167655944824,-0.07214808464050293,0.01517199501107306,-0.015548586845398005,-0.12753593921661377,0.01235692724297616,-0.01922827959060669,-0.17801707983016968,0.00854713525335166,-0.0272405743598938,-0.21446931362152105,0.0049178522051391595,0.043132573366165106,-0.16119259595870972,-0.02749543022652284,0.06317088007926941,-0.24202036857604986,-0.04295843225260394,0.0735011100769043,-0.28847289085388184,-0.04849212747355124,0.08204755187034601,-0.3241658806800843,-0.05071738120456354,0.061522781848907415,-0.13887959718704224,-0.03887833785553594,0.09170016646385187,-0.22767156362533575,-0.06060201432843824,0.1079010665416717,-0.28049421310424805,-0.06996947657604834,0.11901342868804932,-0.31818836927413946,-0.07483568173189774,0.0781913697719574,-0.10226064920425415,-0.04547834899564404,0.1332932710647583,-0.15605729818344116,-0.06295480709810874,0.1607380509376526,-0.18779730796813965,-0.06847614180584564,0.17868143320083618,-0.2122964859008789,-0.07005841415663375,0.08924910426139832,-0.06014513969421387,-0.04860892277498854,0.1407065987586975,-0.070895254611969,-0.06011214983006134,0.1673966646194458,-0.0777859091758728,-0.06193760168095244,0.1888081431388855,-0.0912129282951355,-0.06113885101218834
0.0,0.0,0.0,0.0,-0.03339236974716181,-0.05955630540847778,0.015006962768481395,-0.0556560754776001,-0.10675781965255737,0.014362956933425096,-0.07767671346664429,-0.1501421332359314,0.011758286110804695,-0.09937390685081476,-0.17746567726135254,0.008524539485321695,0.015908479690551813,-0.16701239347457886,-0.008109827921046505,0.024214774370193537,-0.25066873431205755,-0.012837197095407704,0.02754658460617071,-0.29406860470771795,-0.012622688360764205,0.03267082571983343,-0.32894575595855713,-0.012126153730108004,0.044866353273391724,-0.159856915473938,-0.015808502607299504,0.06146889925003052,-0.25010430812835693,-0.026458235852672304,0.0695716142654419,-0.2997511327266693,-0.0313557930516736,0.07625237107276922,-0.3344602584838867,-0.0342460707056062,0.07105165719985962,-0.1327371597290039,-0.020068351574494103,0.11685264110565191,-0.19442766904830933,-0.028507650293661806,0.1430038213729859,-0.23162180185317993,-0.0348892197238939,0.16162490844726568,-0.2612142264842987,-0.038404072098686,0.08829468488693243,-0.09749627113342285,-0.021018200017763805,0.13551425933837896,-0.1302661895751953,-0.025942255206658105,0.16033130884170538,-0.15040487051010132,-0.027337637193753005,0.1820268034934998,-0.1724575161933899,-0.027500184647990904
0.0,0.0,0.0,0.0,-0.03507283329963684,-0.05072289705276489,0.01597128568157301,-0.056815326213836725,-0.09348368644714355,0.02046878023013221,-0.07642117142677313,-0.13150912523269653,0.02184273993536571,-0.09407052397727972,-0.15656840801239014,0.02257685681745151,0.017856627702712957,-0.1453225016593933,0.01558896845146761,0.030704468488693182,-0.21125391125679022,0.02005730142757041,0.03725111484527588,-0.2458279132843018,0.022014541010705012,0.043961554765701294,-0.27396008372306824,0.02293540669545271,0.04486805200576777,-0.13905322551727295,0.00813160130694251,0.06680291891098017,-0.2122882902622223,0.01035605596318581,0.07842355966567988,-0.2530975341796875,0.00819498060211281,0.08710098266601557,-0.2792490422725678,0.00569391708761201,0.0691010057926178,-0.11507266759872437,0.00224983638092621,0.11354053020477295,-0.1658189296722412,0.0032501802028690103,0.1390073299407959,-0.1946466863155365,-0.0019917011546367897,0.15703195333480835,-0.2164621651172638,-0.00598712040171269,0.08458501100540156,-0.08377325534820557,-0.00120805886633939,0.12921547889709473,-0.11325949430465698,0.0010948417888556102,0.152135968208313,-0.13012254238128662,0.0020585077995036102,0.17208492755889893,-0.14683187007904053,0.00253387975446621
0.0,0.0,0.0,0.0,0.09478437900543213,-0.03279316425323486,-0.06539500139444954,0.17712798714637756,-0.08966022729873657,-0.10587129376619933,0.24621811509132385,-0.1329900622367859,-0.14142141870945574,0.3126471936702728,-0.1572759747505188,-0.17789309851616503,0.0908899307250976,-0.29325494170188904,-0.07906027518004063,0.1356225311756134,-0.4170031547546387,-0.12483906380623463,0.16534185409545893,-0.49907636642456055,-0.15765137605160362,0.18905159831047058,-0.5725642144680023,-0.18096822134941704,0.02796134352684021,-0.32183563709259033,-0.07603242628067614,0.0559612512588501,-0.47347083687782293,-0.11733120314568163,0.07666859030723572,-0.5727772712707521,-0.14651177458256362,0.09162977337837219,-0.6581679284572601,-0.16731086008041984,-0.03394147753715521,-0.3086701333522797,-0.07961881540506963,-0.057000815868377686,-0.453821063041687,-0.12294616184919953,-0.07031357288360596,-0.5545212626457214,-0.15418345860928184,-0.0770696103572846,-0.6418821215629579,-0.17421643070667864,-0.09138694405555728,-0.2618269920349121,-0.08826627217024444,-0.13853341341018677,-0.36163854598999023,-0.12656417123764632,-0.1655546873807908,-0.43305927515029913,-0.14778880409687642,-0.18406859040260318,-0.505599170923233,-0.16182106368034962
0.0,0.0,0.0,0.0,0.0930690467357635,-0.030868828296661377,-0.06401524422335565,0.17592483758926392,-0.09053021669387817,-0.10462909666466655,0.2413056492805481,-0.14361029863357544,-0.14000254599022804,0.30677181482315063,-0.1817358136177063,-0.17632451383042275,0.08365803956985474,-0.2823559045791626,-0.08508321372437415,0.12301838397979731,-0.41197347640991216,-0.13154920665192546,0.14934146404266352,-0.4957332611083985,-0.16346595910954415,0.17038297653198242,-0.5726263523101807,-0.18620536950993474,0.020243793725967407,-0.307442456483841,-0.08316898075509016,0.04677966237068171,-0.46453079581260687,-0.12453298745322165,0.0656784176826477,-0.563922792673111,-0.15282647041249214,0.0786588191986084,-0.6506637334823608,-0.17401182381081526,-0.0413760244846344,-0.292339563369751,-0.08715733615326826,-0.06878244876861578,-0.4365805387496949,-0.13057303158211644,-0.08677014708518987,-0.5368617475032806,-0.16131202606129585,-0.09730505943298348,-0.6253844201564789,-0.18212054399418776,-0.09824430942535409,-0.24380874633789062,-0.09593731639552056,-0.15087346732616427,-0.34374439716339117,-0.13443682817387526,-0.18213017284870148,-0.4118176698684693,-0.15527465669083534,-0.20484185218811038,-0.48238247632980347,-0.16988797215390145
0.0,0.0,0.0,0.0,0.08480978012084961,-0.021803081035614014,-0.05916072173721432,0.16173473000526434,-0.07241904735565186,-0.09687834723598591,0.2240846455097199,-0.11662495136260986,-0.1297893573225223,0.2822867333889008,-0.150351881980896,-0.1639509399116718,0.0808907151222229,-0.2418053150177002,-0.08255186422474022,0.11709308624267578,-0.3531805872917176,-0.1262336422384464,0.1406365334987641,-0.4254022240638733,-0.1554074038446628,0.15915045142173773,-0.4918124675750733,-0.17591102911836742,0.025608271360397394,-0.26440155506134033,-0.08055800690061682,0.05183964967727667,-0.3992600440979004,-0.11990976079113122,0.07039767503738409,-0.485509604215622,-0.1447366227091038,0.08276814222335821,-0.5603711605072021,-0.16319466127760052,-0.02888908982276911,-0.25279271602630615,-0.08391228808767431,-0.05196294188499451,-0.38021785020828247,-0.12478203071958652,-0.0662782490253448,-0.46763959527015686,-0.15111600353128551,-0.07384687662124628,-0.5449880957603455,-0.16881460441953772,-0.07946506142616272,-0.21253639459609985,-0.09175459786064262,-0.1251630932092666,-0.3014463484287262,-0.1278033007562839,-0.15211936831474301,-0.3611103892326355,-0.14647330834276312,-0.171285331249237,-0.4220131039619446,-0.15952961637384533
0.0,0.0,0.0,0.0,0.07404866814613342,-0.02592390775680542,-0.04251680892241437,0.1419369280338288,-0.07881450653076172,-0.06803165000212627,0.1976106464862824,-0.11856722831726074,-0.09098413210642767,0.24373134970664984,-0.14276283979415894,-0.11500072103274298,0.07409083843231201,-0.2240504026412964,-0.05622449141276317,0.10565251111984253,-0.3226394057273865,-0.08776247125399547,0.12394079566001892,-0.3838164806365967,-0.10899842154515227,0.13761249184608465,-0.43927192687988287,-0.12411106001866297,0.026986688375473022,-0.2424319088459015,-0.056462280417804274,0.050257414579391535,-0.3556603789329529,-0.08594898503554298,0.065182626247406,-0.42908963561058044,-0.10555056851637798,0.07391077280044561,-0.49295601248741155,-0.11979004364741277,-0.01954677700996399,-0.23195526003837585,-0.06089932468069037,-0.03836217522621149,-0.34133294224739075,-0.09183653068077997,-0.05113640427589411,-0.4135254621505738,-0.11349150162470777,-0.059291571378707886,-0.4773934483528138,-0.12776360284817656,-0.06261172890663141,-0.19759154319763184,-0.06870413940680457,-0.1012063324451446,-0.273454487323761,-0.09678820144665677,-0.12493930757045749,-0.32343450188636785,-0.11197785657179787,-0.1421476006507873,-0.3732810318470002,-0.12211390208733518
